cod_pedido,cod_articulo,nombre_articulo,nucleo,grosor,firmeza,sexo,altura,peso,imc,valoracion,molestias_antes,molestias_despues,duerme_en_pareja
23458,417,Nube Visco,muelles Ensacados,31 cm,4,hombre,1.800,75.000,23.000,5.000,1,0,0
21053,949,Óptimus (Pikolín),espumación HR,21 cm,3,mujer,1.600,70.000,27.000,4.000,0,0,0
26501,949,Óptimus (Pikolín),espumación HR,21 cm,3,mujer,1.550,60.000,25.000,5.000,0,0,0
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,mujer,1.580,55.000,22.000,5.000,0,0,1
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,hombre,1.730,67.000,22.000,5.000,0,0,1
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,mujer,1.580,55.000,22.000,5.000,0,0,1
7580,806,Orquesta (Pikolín),espumación HR,29 cm,4,hombre,1.730,67.000,22.000,5.000,0,0,1
6202,721,Partenon,muelles,32 cm,4,hombre,1.840,100.000,30.000,5.000,0,0,0
6202,721,Partenon,muelles,32 cm,4,hombre,1.840,100.000,30.000,5.000,0,0,0
7543,721,Partenon,muelles,32 cm,4,mujer,1.750,90.000,29.000,5.000,0,0,1
7543,721,Partenon,muelles,32 cm,4,hombre,1.850,98.000,29.000,5.000,0,0,1
9975,721,Partenon,muelles,32 cm,4,hombre,1.620,90.000,34.000,4.000,1,0,0
15421,721,Partenon,muelles,31 cm,4,hombre,1.700,65.000,22.000,5.000,0,0,0
28503,1203,Party,muelles Ensacados,28 cm,4,hombre,1.800,70.000,22.000,5.000,1,0,0
20607,720,Pole,látex,"18,5 cm",2,mujer,1.600,50.000,20.000,5.000,0,0,0
8307,706,Quasar (Pikolín),espumación HR,29 cm,4,hombre,1.880,78.000,22.000,5.000,0,0,0
8307,706,Quasar (Pikolín),espumación HR,29 cm,4,hombre,1.880,78.000,22.000,5.000,0,0,0
5564,723,Race,muelles,26 cm,4,mujer,1.650,60.000,22.000,5.000,1,0,1
5564,723,Race,muelles,26 cm,4,hombre,1.810,90.000,27.000,5.000,0,0,1
5564,723,Race,muelles,26 cm,4,mujer,1.650,60.000,22.000,5.000,1,0,1
5564,723,Race,muelles,26 cm,4,hombre,1.810,90.000,27.000,5.000,0,0,1
8828,723,Race,muelles,26 cm,4,hombre,1.700,80.000,28.000,4.000,1,0,0
8967,723,Race,muelles,26 cm,4,hombre,1.830,75.000,22.000,5.000,0,0,0
8980,723,Race,muelles,26 cm,4,hombre,1.800,78.000,24.000,4.000,1,1,0
9007,723,Race,muelles,26 cm,4,hombre,1.750,70.000,23.000,4.000,0,0,0
9101,723,Race,muelles,26 cm,4,mujer,1.700,74.000,26.000,4.000,1,0,1
9101,723,Race,muelles,26 cm,4,hombre,1.820,74.000,22.000,4.000,0,0,1
9748,723,Race,muelles,26 cm,4,hombre,1.760,74.000,24.000,5.000,0,0,0
10078,723,Race,muelles,26 cm,4,mujer,1.570,55.000,22.000,5.000,0,0,1
10078,723,Race,muelles,26 cm,4,hombre,1.800,80.000,25.000,5.000,0,0,1
11799,723,Race,muelles,26 cm,4,hombre,1.750,92.000,30.000,1.000,0,1,0
16513,723,Race,muelles,27 cm,4,hombre,1.780,70.000,22.000,4.000,0,0,0
17369,723,Race,muelles,27 cm,4,hombre,1.690,60.000,21.000,4.000,0,0,0
17870,723,Race,muelles,27 cm,4,mujer,1.700,75.000,26.000,2.000,0,0,1
17870,723,Race,muelles,27 cm,4,hombre,1.950,105.000,28.000,2.000,0,0,1
23600,723,Race,muelles,27 cm,4,hombre,1.800,85.000,26.000,5.000,0,0,0
13710,978,Rocket,muelles Ensacados,26 cm,5,hombre,1.900,86.000,24.000,5.000,0,0,0
13719,978,Rocket,muelles Ensacados,26 cm,5,hombre,1.850,100.000,29.000,4.000,0,0,0
14405,978,Rocket,muelles Ensacados,26 cm,5,hombre,1.750,85.000,28.000,4.000,1,0,0
16029,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.810,80.000,24.000,4.000,0,0,0
16154,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.650,80.000,29.000,5.000,1,0,0
17122,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.600,53.000,21.000,5.000,1,0,1
17122,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,80.000,25.000,5.000,0,0,1
17425,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.700,90.000,31.000,5.000,0,0,1
17425,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.900,90.000,25.000,5.000,1,1,1
18400,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.650,60.000,22.000,5.000,1,0,1
18400,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,73.000,23.000,5.000,0,0,1
18755,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.550,55.000,23.000,5.000,0,0,1
18755,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,100.000,31.000,5.000,1,0,1
19329,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.690,68.000,24.000,5.000,1,0,1
19329,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.860,110.000,32.000,3.000,0,0,1
20370,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.700,73.000,25.000,4.000,0,0,0
21031,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.750,100.000,33.000,5.000,1,1,0
22250,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.700,100.000,35.000,4.000,1,0,1
22250,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.920,115.000,31.000,4.000,0,0,1
22655,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.700,115.000,40.000,4.000,0,0,0
23328,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.650,80.000,29.000,5.000,0,0,0
23332,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.730,140.000,47.000,5.000,0,0,0
24697,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.750,90.000,29.000,5.000,0,0,0
26865,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,95.000,29.000,5.000,1,0,0
26924,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,95.000,29.000,5.000,0,0,0
28621,978,Rocket,muelles Ensacados,27 cm,5,mujer,1.600,55.000,21.000,5.000,1,0,1
28621,978,Rocket,muelles Ensacados,27 cm,5,hombre,1.800,100.000,31.000,5.000,0,0,1
7895,621,"Roler 3,0",espumación HR,18 cm,4,mujer,1.600,50.000,20.000,4.000,0,0,1
7895,621,"Roler 3,0",espumación HR,18 cm,4,hombre,2.000,100.000,25.000,3.000,0,0,1
8121,621,"Roler 3,0",espumación HR,18 cm,4,hombre,1.840,75.000,22.000,5.000,0,0,0
8899,621,"Roler 3,0",espumación HR,18 cm,4,mujer,1.690,68.000,24.000,5.000,0,0,1
8899,621,"Roler 3,0",espumación HR,18 cm,4,hombre,1.740,65.000,21.000,5.000,0,0,1
9634,621,"Roler 3,0",espumación HR,18 cm,5,hombre,1.800,90.000,28.000,5.000,0,0,0
12771,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.700,65.000,22.000,5.000,0,0,0
13117,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.790,80.000,25.000,4.000,0,0,0
13386,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.700,80.000,28.000,5.000,0,0,0
13395,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.740,80.000,26.000,5.000,0,0,0
13431,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.680,62.000,22.000,4.000,0,0,0
15045,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.800,80.000,25.000,4.000,0,0,0
15443,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.880,95.000,27.000,4.000,0,0,0
15571,621,"Roler 3,0",espumación HR,20 cm,5,hombre,1.800,75.000,23.000,5.000,0,0,0
6442,666,Roma,muelles Ensacados,30 cm,4,hombre,1.700,65.000,22.000,5.000,0,0,0
6442,666,Roma,muelles Ensacados,30 cm,4,hombre,1.700,65.000,22.000,5.000,0,0,0
6478,666,Roma,muelles Ensacados,30 cm,4,hombre,2.000,50.000,13.000,1.000,0,0,0
20016,666,Roma,muelles Ensacados,30 cm,4,hombre,1.900,100.000,28.000,4.000,0,0,0
21158,666,Roma,muelles Ensacados,30 cm,4,hombre,1.800,75.000,23.000,4.000,0,0,0
22327,666,Roma,muelles Ensacados,30 cm,4,mujer,1.600,80.000,31.000,5.000,1,0,1
22327,666,Roma,muelles Ensacados,30 cm,4,hombre,1.700,74.000,26.000,5.000,1,0,1
11583,877,Romeo,muelles,26 cm,4,hombre,2.000,92.000,23.000,4.000,0,0,0
11878,877,Romeo,muelles,26 cm,4,mujer,1.650,50.000,18.000,5.000,0,0,0
26195,1194,Rose (Pikolín),espumación HR,25 cm,5,mujer,1.650,80.000,29.000,5.000,1,0,0
30770,1194,Rose (Pikolín),espumación HR,25 cm,5,mujer,1.750,70.000,23.000,5.000,1,0,0
31089,1097,Seaqual Pocket,muelles Ensacados,29 cm,4,mujer,1.700,60.000,21.000,3.000,1,0,0
22443,1077,Sedapur,espumación HR,27 cm,4,hombre,1.860,90.000,26.000,4.000,0,0,0
3524,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.600,55.000,21.000,4.000,1,1,1
3524,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.750,70.000,23.000,5.000,1,1,1
3666,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.670,65.000,23.000,4.000,0,0,1
3666,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.680,70.000,25.000,4.000,1,0,1
3779,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.700,65.000,22.000,4.000,1,0,1
3779,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,80.000,25.000,4.000,1,0,1
3926,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.600,62.000,24.000,5.000,1,0,1
3926,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.820,100.000,30.000,5.000,1,1,1
4431,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.700,70.000,24.000,5.000,1,1,1
4431,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.880,85.000,24.000,5.000,1,1,1
4560,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.600,50.000,20.000,5.000,0,0,1
4560,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.870,100.000,29.000,5.000,1,1,1
4595,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,90.000,28.000,5.000,0,1,0
4687,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.670,59.000,21.000,5.000,1,0,1
4687,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.770,90.000,29.000,5.000,1,0,1
4869,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.780,72.000,23.000,4.000,1,0,0
5106,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.700,60.000,21.000,3.000,0,0,0
5168,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,95.000,29.000,5.000,0,0,0
5297,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,78.000,24.000,4.000,0,0,0
5325,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.740,78.000,26.000,5.000,0,0,1
5325,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,130.000,40.000,5.000,1,0,1
5610,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.680,65.000,23.000,5.000,0,0,1
5610,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.810,100.000,31.000,5.000,0,0,1
5994,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.950,112.000,29.000,5.000,0,0,1
5994,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.600,56.000,22.000,5.000,0,0,1
6759,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.620,75.000,29.000,5.000,0,0,1
6759,1044,Sensual,muelles Ensacados,30 cm,4,hombre,2.000,100.000,25.000,5.000,0,0,1
6912,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.620,84.000,32.000,4.000,1,1,1
6912,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.750,115.000,38.000,4.000,1,0,1
7081,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.750,70.000,23.000,5.000,1,0,1
7081,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.850,85.000,25.000,5.000,1,0,1
7233,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.650,100.000,37.000,5.000,0,0,1
7233,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,100.000,31.000,5.000,0,0,1
7248,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.700,80.000,28.000,5.000,0,0,1
7248,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.850,110.000,32.000,5.000,0,0,1
7683,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.600,75.000,29.000,5.000,0,0,1
7683,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.740,95.000,31.000,5.000,0,0,1
8661,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.750,60.000,20.000,5.000,0,0,1
8661,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,1
8765,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.560,46.000,19.000,5.000,1,0,0
8921,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.700,100.000,35.000,5.000,0,0,0
8997,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.680,60.000,21.000,3.000,1,1,1
8997,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.740,75.000,25.000,3.000,1,1,1
9437,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.610,51.000,20.000,5.000,0,0,1
9437,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.890,80.000,22.000,5.000,0,0,1
9736,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.610,59.000,23.000,5.000,0,0,1
9736,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.710,65.000,22.000,5.000,0,0,1
11440,1044,Sensual,muelles Ensacados,30 cm,4,mujer,1.650,90.000,33.000,4.000,1,0,1
11440,1044,Sensual,muelles Ensacados,30 cm,4,hombre,1.680,90.000,32.000,4.000,1,0,1
18728,1044,Sensual,muelles Ensacados,29 cm,4,mujer,1.670,79.000,28.000,5.000,0,0,0
24388,1098,Sfera,muelles Ensacados,27 cm,4,mujer,1.600,50.000,20.000,5.000,0,0,0
27390,1187,Simon,espumación HR,27 cm,5,mujer,1.760,74.000,24.000,5.000,1,0,1
27390,1187,Simon,espumación HR,27 cm,5,hombre,1.800,75.000,23.000,5.000,1,0,1
31222,1187,Simon,espumación HR,27 cm,5,hombre,1.750,70.000,23.000,0.000,0,0,0
4848,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.650,52.000,19.000,4.000,0,0,1
4848,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.700,71.000,25.000,4.000,0,0,1
4848,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.650,52.000,19.000,4.000,0,0,1
4848,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.700,71.000,25.000,4.000,0,0,1
5199,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.740,115.000,38.000,4.000,0,0,0
5199,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.740,115.000,38.000,4.000,0,0,0
6883,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.740,92.000,30.000,4.000,0,0,0
6883,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.740,92.000,30.000,4.000,0,0,0
8492,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.600,55.000,21.000,5.000,1,1,1
8492,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.720,75.000,25.000,5.000,1,1,1
8492,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.600,55.000,21.000,5.000,1,1,1
8492,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.720,75.000,25.000,5.000,1,1,1
8939,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.750,70.000,23.000,5.000,0,0,0
10674,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.650,60.000,22.000,5.000,0,0,1
10674,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.700,65.000,22.000,5.000,0,0,1
11002,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.650,56.000,21.000,5.000,0,0,1
11002,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.800,65.000,20.000,5.000,0,0,1
11601,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.640,70.000,26.000,3.000,1,0,0
12008,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.700,70.000,24.000,5.000,0,0,1
12008,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.800,100.000,31.000,5.000,0,0,1
14341,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.750,80.000,26.000,5.000,1,0,0
15598,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.900,100.000,28.000,5.000,0,1,1
17597,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.750,70.000,23.000,5.000,0,0,0
17948,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.680,80.000,28.000,5.000,0,0,0
19717,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.800,115.000,35.000,4.000,0,0,0
23342,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.650,70.000,26.000,5.000,0,0,0
27942,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.550,60.000,25.000,5.000,1,0,1
27942,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,hombre,1.700,70.000,24.000,5.000,1,0,1
28561,645,Simpatía visco 4 funda acolchada,espumación HR,21 cm,4,mujer,1.650,65.000,24.000,5.000,0,0,0
9972,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.700,59.000,20.000,5.000,1,0,0
10013,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.740,82.000,27.000,4.000,0,0,0
11250,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.650,53.000,19.000,5.000,0,0,1
11250,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.770,90.000,29.000,5.000,0,0,1
11304,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.630,63.000,24.000,5.000,0,0,1
11304,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.850,102.000,30.000,5.000,0,0,1
12854,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.900,80.000,22.000,5.000,0,0,0
13497,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.730,58.000,19.000,4.000,0,0,0
13606,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.820,120.000,36.000,5.000,0,0,0
14034,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.650,70.000,26.000,5.000,0,0,1
14034,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.750,90.000,29.000,5.000,0,0,1
17571,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.700,72.000,25.000,4.000,1,0,0
19381,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.650,50.000,18.000,4.000,0,0,0
23326,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.650,80.000,29.000,5.000,0,0,1
23326,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.850,110.000,32.000,5.000,0,0,1
23423,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.600,61.000,24.000,5.000,0,0,1
23423,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.850,95.000,28.000,5.000,0,0,1
26290,864,Sleep,muelles Ensacados,31 cm,4,mujer,1.700,80.000,28.000,5.000,0,0,1
26290,864,Sleep,muelles Ensacados,31 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,1
15863,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.750,70.000,23.000,5.000,0,0,0
16256,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.720,80.000,27.000,5.000,1,0,0
16543,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.600,62.000,24.000,5.000,1,0,0
16584,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.700,75.000,26.000,5.000,1,1,0
16930,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.800,85.000,26.000,5.000,0,0,0
17089,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.700,80.000,30.000,4.000,0,0,0
17974,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.740,60.000,20.000,5.000,0,0,1
17974,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.780,76.000,24.000,5.000,0,0,1
18032,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.700,50.000,17.000,5.000,1,1,1
18032,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.800,75.000,23.000,5.000,1,1,1
18170,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.800,78.000,24.000,4.000,0,0,0
18316,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.650,52.000,19.000,5.000,0,0,1
18316,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.900,90.000,25.000,5.000,0,0,1
18393,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.750,70.000,23.000,4.000,0,0,0
18451,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.750,79.000,26.000,4.000,0,0,0
18640,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.700,60.000,21.000,4.000,0,0,0
19024,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.700,63.000,22.000,4.000,0,0,0
19035,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.700,70.000,24.000,4.000,0,0,0
19058,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.750,70.000,23.000,4.000,0,0,0
19096,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.700,70.000,24.000,5.000,0,0,0
19429,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.650,59.000,22.000,5.000,0,0,0
19625,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.600,56.000,22.000,5.000,1,0,0
20677,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,mujer,1.750,60.000,23.000,5.000,1,0,0
31523,924,Smak (Pikolín),muelles Ensacados,"23,5 cm",4,hombre,1.650,60.000,22.000,0.000,0,0,0
5566,690,Smart,muelles Ensacados,24 cm,4,mujer,1.620,90.000,34.000,5.000,1,0,0
5566,690,Smart,muelles Ensacados,24 cm,4,mujer,1.620,90.000,34.000,5.000,1,0,0
6843,690,Smart,muelles Ensacados,24 cm,4,mujer,1.700,65.000,22.000,5.000,0,0,1
6843,690,Smart,muelles Ensacados,24 cm,4,hombre,1.800,70.000,22.000,5.000,1,0,1
6843,690,Smart,muelles Ensacados,24 cm,4,mujer,1.700,65.000,22.000,5.000,0,0,1
6843,690,Smart,muelles Ensacados,24 cm,4,hombre,1.800,70.000,22.000,5.000,1,0,1
6997,690,Smart,muelles Ensacados,24 cm,4,mujer,1.700,45.000,16.000,5.000,0,0,1
6997,690,Smart,muelles Ensacados,24 cm,4,hombre,1.700,70.000,24.000,5.000,0,0,1
6997,690,Smart,muelles Ensacados,24 cm,4,mujer,1.700,45.000,16.000,5.000,0,0,1
6997,690,Smart,muelles Ensacados,24 cm,4,hombre,1.700,70.000,24.000,5.000,0,0,1
6998,690,Smart,muelles Ensacados,24 cm,4,mujer,1.500,46.000,20.000,5.000,0,0,0
6998,690,Smart,muelles Ensacados,24 cm,4,mujer,1.500,46.000,20.000,5.000,0,0,0
8161,690,Smart,muelles Ensacados,24 cm,4,hombre,1.960,130.000,34.000,5.000,0,0,0
8263,690,Smart,muelles Ensacados,24 cm,4,hombre,1.720,90.000,30.000,5.000,0,0,0
8263,690,Smart,muelles Ensacados,24 cm,4,hombre,1.720,90.000,30.000,5.000,0,0,0
8547,690,Smart,muelles Ensacados,25 cm,4,hombre,1.800,80.000,25.000,5.000,0,0,0
8676,690,Smart,muelles Ensacados,25 cm,4,mujer,1.600,56.000,22.000,4.000,0,0,0
8714,690,Smart,muelles Ensacados,25 cm,4,hombre,1.780,80.000,25.000,5.000,1,0,0
8901,690,Smart,muelles Ensacados,25 cm,4,mujer,1.590,52.000,21.000,5.000,1,0,1
8901,690,Smart,muelles Ensacados,25 cm,4,hombre,1.840,70.000,21.000,5.000,0,0,1
9168,690,Smart,muelles Ensacados,25 cm,4,mujer,1.600,62.000,24.000,5.000,1,1,0
9354,690,Smart,muelles Ensacados,25 cm,4,hombre,1.700,83.000,29.000,4.000,1,1,0
9613,690,Smart,muelles Ensacados,25 cm,4,mujer,1.850,90.000,26.000,4.000,1,0,0
9648,690,Smart,muelles Ensacados,25 cm,4,hombre,1.700,65.000,22.000,5.000,0,0,0
10127,690,Smart,muelles Ensacados,25 cm,4,hombre,1.800,70.000,22.000,5.000,0,0,0
10340,690,Smart,muelles Ensacados,25 cm,4,hombre,1.700,70.000,24.000,4.000,0,0,0
11942,690,Smart,muelles Ensacados,25 cm,4,mujer,1.540,56.000,24.000,4.000,0,0,0
12437,690,Smart,muelles Ensacados,25 cm,4,hombre,1.800,82.000,25.000,5.000,0,0,0
12536,690,Smart,muelles Ensacados,25 cm,4,mujer,1.650,80.000,29.000,4.000,0,0,0
12680,690,Smart,muelles Ensacados,25 cm,4,hombre,1.850,95.000,28.000,5.000,0,0,0
12686,690,Smart,muelles Ensacados,25 cm,4,mujer,1.600,46.000,18.000,4.000,0,0,0
14841,690,Smart,muelles Ensacados,25 cm,4,mujer,1.600,60.000,23.000,5.000,0,0,0
16079,690,Smart,muelles Ensacados,25 cm,4,hombre,1.600,55.000,21.000,4.000,0,0,0
16370,690,Smart,muelles Ensacados,25 cm,4,mujer,1.580,56.000,22.000,4.000,0,0,1
16370,690,Smart,muelles Ensacados,25 cm,4,hombre,1.760,104.000,34.000,4.000,0,0,1
16378,690,Smart,muelles Ensacados,25 cm,4,hombre,1.800,60.000,19.000,4.000,0,0,0
16681,690,Smart,muelles Ensacados,25 cm,4,hombre,1.800,70.000,22.000,5.000,1,0,0
17069,690,Smart,muelles Ensacados,25 cm,4,mujer,1.600,59.000,23.000,4.000,0,0,1
17069,690,Smart,muelles Ensacados,25 cm,4,hombre,1.830,70.000,21.000,4.000,0,0,1
17312,690,Smart,muelles Ensacados,25 cm,4,mujer,1.700,65.000,22.000,4.000,0,0,1
17312,690,Smart,muelles Ensacados,25 cm,4,hombre,1.700,110.000,38.000,4.000,0,0,1
17610,690,Smart,muelles Ensacados,25 cm,4,mujer,1.550,57.000,24.000,5.000,0,0,1
17610,690,Smart,muelles Ensacados,25 cm,4,hombre,1.830,90.000,27.000,5.000,0,0,1
17929,690,Smart,muelles Ensacados,25 cm,4,hombre,1.930,120.000,32.000,5.000,0,0,0
18034,690,Smart,muelles Ensacados,25 cm,4,mujer,1.630,58.000,22.000,5.000,1,0,0
