COD PEDIDO,COD ARTICULO,NOMBRE ARTICULO,NUCLEO,GROSOR,FIRMEZA,ID MUJER1,MUJER1 altura,MUJER1 peso,MUJER1 imc,MUJER1 VALORACION,MUJER1 MOLESTIAS ANTES,MUJER1 MOLESTIAS DESPUES,ID HOMBRE1,HOMBRE1 altura,HOMBRE1 peso,HOMBRE1 imc,HOMBRE1 VALORACION,HOMBRE1 MOLESTIAS ANTES,HOMBRE1 MOLESTIAS DESPUES,ID NIÑO,NIÑO/A altura,NIÑO/A peso,NIÑO/A imc,NIÑO/A valoracion
11990,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,4959,"1,58",50,20,"4,5",no,no,,,,,,,,,,,,
9891,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,4970,"1,63",58,22,3,si,no,,,,,,,,,,,,
3595,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,5479,"1,69",61,21,4,no,no,5478,"1,84",115,34,4,si,si,,,,,
3902,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,5530,"1,62",55,21,5,no,no,5529,"1,8",70,22,5,si,si,,,,,
4009,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,5551,"1,7",62,21,"4,5",si,si,,,,,,,,,,,,
6802,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,5757,"1,68",65,23,5,no,no,5756,"1,9",85,24,5,no,no,,,,,
6090,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,5965,"1,63",70,26,5,si,no,5966,"1,78",67,21,5,si,no,,,,,
5736,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,6012,"1,6",75,29,5,no,no,6013,"1,68",70,25,5,no,no,,,,,
4984,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,22 cm,4,6145,"1,7",90,31,5,si,no,,,,,,,,,,,,
4636,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,6207,"1,63",54,20,5,si,si,6208,"1,78",70,22,5,no,no,,,,,
4053,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,3383,"1,75",75,24,4,no,no,,,,,
4053,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,5556,"1,75",75,24,4,no,no,,,,,
4777,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,4082,"1,72",68,23,4,si,no,,,,,
4777,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,6216,"1,72",68,23,4,si,no,,,,,
5200,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,,,,,,,,3984,"1,65",50,18,5
5200,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,,,,,,,,6119,"1,65",50,18,5
6804,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,3699,"1,65",71,26,5,si,-,,,,,
6804,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,5856,"1,65",71,26,5,si,-,,,,,
7506,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,4188,"1,75",120,39,5,no,no,,,,,
7506,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,6312,"1,75",120,39,5,no,no,,,,,
7853,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,4191,"1,8",100,31,4,no,no,,,,,
7853,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,6315,"1,8",100,31,4,no,no,,,,,
8358,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,4210,"1,78",75,24,5,no,no,,,,,
8358,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,6334,"1,78",75,24,5,no,no,,,,,
8361,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,4211,"1,93",80,21,5,no,no,,,,,
8361,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,27 cm,4,,,,,,,,6335,"1,93",80,21,5,no,no,,,,,
9081,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,4141,"1,8",70,22,5,no,-,,,,,
9081,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,6272,"1,8",70,22,5,no,-,,,,,
9935,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,4968,"1,82",132,40,5,si,no,,,,,
10774,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,,,,,,,,1980,"1,5",35,16,5
11023,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,,,,,,,,4946,"1,5",45,20,5
11248,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,1989,"1,85",85,25,5,no,no,,,,,
12499,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2006,"1,8",85,26,4,no,no,,,,,
13473,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2042,"1,65",60,22,5,no,no,,,,,
14370,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2066,"1,73",70,23,3,no,no,,,,,
15854,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2593,"1,63",60,23,4,no,no,,,,,
16066,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2609,"1,74",62,20,5,no,no,,,,,
16109,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2600,"1,7",67,23,5,-,-,,,,,
16981,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,,,,,,,,2652,"1,5",40,18,5
20104,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2627,"1,85",110,32,5,no,no,,,,,
22111,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,2888,"1,76",105,34,5,no,no,,,,,
22271,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,3104,"1,82",95,29,"4,5",no,no,,,,,
22671,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,3106,"1,8",90,28,5,no,no,,,,,
22714,461,"colchón Solei 23 y 29 cm,",muelles Ensacados,29 cm,4,,,,,,,,3107,"1,8",80,25,5,no,no,,,,,
6894,489,colchón Space Visco,espumación HR,"21,5 cm",4,,,,,,,,3685,"1,7",70,24,4,-,-,,,,,
6894,489,colchón Space Visco,espumación HR,"21,5 cm",4,,,,,,,,5842,"1,7",70,24,4,-,-,,,,,
10006,489,colchón Space Visco,espumación HR,"21,5 cm",4,4740,"1,66",58,21,"4,5",no,no,,,,,,,,,,,,
10708,489,colchón Space Visco,espumación HR,"21,5 cm",4,5050,"1,65",62,23,5,no,no,,,,,,,,,,,,
12534,489,colchón Space Visco,espumación HR,"21,5 cm",4,5124,"1,75",75,24,4,si,no,5123,"1,8",78,24,4,si,no,,,,,
18128,489,colchón Space Visco,espumación HR,"21,5 cm",3,,,,,,,,2241,"1,77",70,22,5,no,no,,,,,
19327,489,colchón Space Visco,espumación HR,"21,5 cm",3,2268,"1,67",57,20,5,si,no,,,,,,,,,,,,
30099,489,colchón Space Visco,espumación HR,"21,5 cm",3,3065,"1,65",55,20,5,si,no,3064,"1,82",90,27,5,si,no,,,,,
3951,458,colchón Street,espumación HR,29 cm,6,3372,"1,55",60,25,5,no,no,3371,"1,7",60,21,5,no,no,,,,,
3951,458,colchón Street,espumación HR,29 cm,6,5545,"1,55",60,25,5,no,no,5544,"1,7",60,21,5,no,no,,,,,
11388,683,Colchón Tecnodreams,espumación HR,26 cm,4,,,,,,,,4901,"1,82",87,26,4,si,-,,,,,
11416,488,colchón Teknia Visco,espumación HR,"17,5 cm",4,4790,"1,6",62,24,5,si,si,,,,,,,,,,,,
6566,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,4058,"1,65",70,26,5,no,no,,,,,,,,,,,,
6566,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,6192,"1,65",70,26,5,no,no,,,,,,,,,,,,
6981,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,3514,"1,6",64,25,5,no,no,,,,,,,,,,,,
6981,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,5680,"1,6",64,25,5,no,no,,,,,,,,,,,,
9487,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,4502,"1,65",60,22,1,no,si,4501,"1,64",60,22,1,no,si,,,,,
10141,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,4432,"1,6",56,22,4,no,no,,,,,,,,,,,,
15463,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,5261,"1,5",70,31,5,si,si,,,,,,,,,,,,
23445,678,Colchón Termotech Grafeno,espumación HR,26 cm,4,3002,"1,65",70,26,5,si,no,,,,,,,,,,,,
2855,473,colchón Trajano,muelles,"29,5 cm",4,,,,,,,,4206,"1,85",79,23,4,-,-,,,,,
2855,473,colchón Trajano,muelles,"29,5 cm",4,,,,,,,,6330,"1,85",79,23,4,-,-,,,,,
3973,473,colchón Trajano,muelles,"29,5 cm",4,3373,"1,7",70,24,4,si,si,3374,"1,9",90,25,4,no,no,,,,,
3973,473,colchón Trajano,muelles,"29,5 cm",4,5546,"1,7",70,24,4,si,si,5547,"1,9",90,25,4,no,no,,,,,
3945,469,colchón Trend,muelles,24 cm,4,3365,"1,56",65,27,5,si,no,3364,"1,73",85,28,5,si,no,,,,,
3945,469,colchón Trend,muelles,24 cm,4,5538,"1,56",65,27,5,si,no,5537,"1,73",85,28,5,si,no,,,,,
4042,469,colchón Trend,muelles,24 cm,4,3384,"1,65",67,25,4,si,no,3385,"1,75",80,26,4,no,no,,,,,
4042,469,colchón Trend,muelles,24 cm,4,5557,"1,65",67,25,4,si,no,5558,"1,75",80,26,4,no,no,,,,,
4395,469,colchón Trend,muelles,24 cm,4,3257,"1,78",85,27,5,no,no,3258,"1,95",90,24,5,si,si,,,,,
4395,469,colchón Trend,muelles,24 cm,4,5430,"1,78",85,27,5,no,no,5431,"1,95",90,24,5,si,si,,,,,
5105,478,colchón Tribeca,muelles,26 cm,4,,,,,,,,3995,"1,79",108,34,5,no,no,,,,,
5105,478,colchón Tribeca,muelles,26 cm,4,,,,,,,,6130,"1,79",108,34,5,no,no,,,,,
5280,478,colchón Tribeca,muelles,26 cm,4,,,,,,,,3973,"1,9",130,36,1,no,no,,,,,
4010,634,Colchón Victoria,muelles Ensacados,29 cm,4,3375,"1,62",68,26,5,si,si,3376,"1,78",80,25,5,si,si,,,,,
4010,634,Colchón Victoria,muelles Ensacados,29 cm,4,5548,"1,62",68,26,5,si,si,5549,"1,78",80,25,5,si,si,,,,,
3586,541,Colchón Victory,muelles,25 cm,4,3293,"1,7",50,17,4,si,si,3294,"1,75",80,26,4,no,no,,,,,
3586,541,Colchón Victory,muelles,25 cm,4,5466,"1,7",50,17,4,si,si,5467,"1,75",80,26,4,no,no,,,,,
3265,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3275,"1,65",60,22,4,no,no,,,,,,,,,,,,
3265,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5448,"1,65",60,22,4,no,no,,,,,,,,,,,,
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3326,"1,68",60,21,5,no,no,3325,"1,88",100,28,5,si,no,,,,,
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5499,"1,68",60,21,5,no,no,5498,"1,88",100,28,5,si,no,,,,,
3975,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3368,"1,65",75,28,4,si,si,,,,,,,,,,,,
3975,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5541,"1,65",75,28,4,si,si,,,,,,,,,,,,
4050,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3382,"1,65",55,20,3,si,si,,,,,,,,,,,,
4050,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5555,"1,65",55,20,3,si,si,,,,,,,,,,,,
4610,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4041,"1,75",54,18,5,no,no,,,,,,,,,,,,
4610,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6175,"1,75",54,18,5,no,no,,,,,,,,,,,,
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4080,"1,65",60,22,5,si,si,4081,"1,65",60,22,5,no,si,,,,,
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6214,"1,65",60,22,5,si,si,6215,"1,65",60,22,5,no,si,,,,,
4840,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4032,"1,75",110,36,4,no,si,,,,,
4840,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,6167,"1,75",110,36,4,no,si,,,,,
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4021,"1,6",65,25,5,no,no,4020,"1,78",81,26,5,no,no,,,,,
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6156,"1,6",65,25,5,no,no,6155,"1,78",81,26,5,no,no,,,,,
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4003,"1,64",60,22,4,no,no,4002,"1,86",88,25,4,no,no,,,,,
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6138,"1,64",60,22,4,no,no,6137,"1,86",88,25,4,no,no,,,,,
5188,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3988,"1,73",56,19,4,si,no,,,,,,,,,,,,
5188,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6123,"1,73",56,19,4,si,no,,,,,,,,,,,,
5243,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3977,"1,65",78,29,5,si,no,,,,,,,,,,,,
5243,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6112,"1,65",78,29,5,si,no,,,,,,,,,,,,
5436,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3937,"1,68",60,21,5,no,no,,,,,,,,,,,,
5436,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6085,"1,68",60,21,5,no,no,,,,,,,,,,,,
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3901,"1,76",58,19,5,no,no,3900,"1,88",100,28,5,no,no,,,,,
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6049,"1,76",58,19,5,no,no,6048,"1,88",100,28,5,no,no,,,,,
5764,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3941,"1,68",65,23,5,no,no,3940,"1,98",95,24,"4,5",no,si,,,,,
5764,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6089,"1,68",65,23,5,no,no,6088,"1,98",95,24,"4,5",no,si,,,,,
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3841,"1,7",60,21,5,no,no,3840,"1,8",89,27,5,no,no,,,,,
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5989,"1,7",60,21,5,no,no,5988,"1,8",89,27,5,no,no,,,,,
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3932,"1,68",71,25,4,-,-,3931,"1,75",70,23,4,si,no,,,,,
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6080,"1,68",71,25,4,-,-,6079,"1,75",70,23,4,si,no,,,,,
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3798,"1,54",59,25,5,no,no,3799,"1,75",110,36,5,no,no,,,,,
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5950,"1,54",59,25,5,no,no,5951,"1,75",110,36,5,no,no,,,,,
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3776,"1,49",61,27,5,no,no,3777,"1,7",80,28,5,si,si,,,,,
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5930,"1,49",61,27,5,no,no,5931,"1,7",80,28,5,si,si,,,,,
6482,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,3736,"1,7",75,26,5,no,no,,,,,
6482,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,5890,"1,7",75,26,5,no,no,,,,,
6636,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,3846,"1,82",80,24,"4,5",-,-,,,,,
6636,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,5994,"1,82",80,24,"4,5",-,-,,,,,
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3606,"1,85",120,35,5,no,-,3607,"1,8",90,28,5,no,-,,,,,
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5768,"1,85",120,35,5,no,-,5769,"1,8",90,28,5,no,-,,,,,
6716,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3653,"1,66",40,15,4,no,no,,,,,,,,,,,,
6716,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5811,"1,66",40,15,4,no,no,,,,,,,,,,,,
6791,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4052,"1,8",70,22,4,si,no,,,,,
6791,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,6186,"1,8",70,22,4,si,no,,,,,
6827,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4051,"1,61",59,23,4,si,-,,,,,,,,,,,,
6827,486,colchón Vitaplus,muelles Ensacados,26 cm,4,6185,"1,61",59,23,4,si,-,,,,,,,,,,,,
6928,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3526,"1,63",70,26,4,no,no,,,,,,,,,,,,
6928,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5692,"1,63",70,26,4,no,no,,,,,,,,,,,,
6955,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4092,2,100,25,5,no,no,,,,,
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3659,"1,55",60,25,3,no,no,3658,"1,75",82,27,3,no,no,,,,,
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5817,"1,55",60,25,3,no,no,5816,"1,75",82,27,3,no,no,,,,,
7329,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4395,"1,6",65,25,4,no,no,4394,"1,78",75,24,4,no,no,,,,,
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,3787,"1,66",54,20,5,si,no,3786,"1,83",78,23,5,si,no,,,,,
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5941,"1,66",54,20,5,si,no,5940,"1,83",78,23,5,si,no,,,,,
8047,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4404,"1,65",58,21,"4,5",si,si,,,,,,,,,,,,
8523,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,,,,,,,,4613,"1,3",25,15,4
8900,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4720,"1,7",50,17,4,no,no,,,,,
9608,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4943,"1,7",66,23,"4,5",no,no,,,,,
10139,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4977,"1,71",65,22,5,no,no,,,,,
11125,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,5008,"1,9",92,25,4,no,no,,,,,
11474,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,,,,,,,,4747,"1,6",55,21,5
11922,486,colchón Vitaplus,muelles Ensacados,26 cm,4,4874,"1,65",85,31,5,si,no,4873,"1,75",100,33,5,no,no,,,,,
12195,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,4803,"1,81",79,24,4,no,no,,,,,
13855,486,colchón Vitaplus,muelles Ensacados,26 cm,4,5298,"1,62",65,25,5,no,no,,,,,,,,,,,,
16583,486,colchón Vitaplus,muelles Ensacados,26 cm,4,2537,"1,58",57,23,5,no,no,2536,"1,7",69,24,5,no,no,,,,,
17077,486,colchón Vitaplus,muelles Ensacados,26 cm,4,,,,,,,,2635,"1,7",90,31,4,no,no,,,,,
11470,886,colchoneta Active Air,espumación HR,18 cm,3,,,,,,,,,,,,,,,4761,"1,3",25,15,5
11647,886,colchoneta Active Air,espumación HR,18 cm,3,,,,,,,,,,,,,,,4748,"0,94",13,11,5
15462,886,colchoneta Active Air,espumación HR,18 cm,3,,,,,,,,,,,,,,,5260,"1,1",20,17,5
16025,886,colchoneta Active Air,espumación HR,18 cm,3,,,,,,,,,,,,,,,2858,"1,3",20,12,5
17461,886,colchoneta Active Air,espumación HR,18 cm,3,,,,,,,,,,,,,,,2808,"1,45",35,17,5
7642,521,colchoneta Game,muelles Ensacados,15 cm,3,4576,"1,75",90,29,4,no,no,,,,,,,,,,,,
8340,521,colchoneta Game,muelles Ensacados,15 cm,3,,,,,,,,,,,,,,,4658,"0,9",15,19,5
16144,521,colchoneta Game,muelles Ensacados,15 cm,3,,,,,,,,,,,,,,,2601,"1,35",30,16,4
16656,521,colchoneta Game,muelles Ensacados,15 cm,3,,,,,,,,2614,"1,7",70,24,5,no,no,,,,,
18485,521,colchoneta Game,muelles Ensacados,15 cm,3,,,,,,,,,,,,,,,2653,"1,07",18,16,3
21190,521,colchoneta Game,muelles Ensacados,15 cm,3,,,,,,,,2615,"1,7",70,24,5,no,no,,,,,
11269,450,colchoneta Junior Adapt B,espumación HR,"18,3 cm",4,,,,,,,,,,,,,,,5273,"0,9",15,11,5
17926,450,colchoneta Junior Adapt B,espumación HR,"18,3 cm",4,,,,,,,,,,,,,,,2708,"1,1",20,17,5
8952,448,colchoneta Junior B,muelles,"16,6 cm",4,,,,,,,,,,,,,,,4349,"1,21",14,10,4
11991,448,colchoneta Junior B,muelles,"16,6 cm",4,,,,,,,,,,,,,,,4927,"1,45",30,14,5
12134,448,colchoneta Junior B,muelles,"16,6 cm",4,,,,,,,,,,,,,,,4941,"0,85",20,11,4
12702,448,colchoneta Junior B,muelles,"16,6 cm",4,,,,,,,,5281,"1,7",60,21,5,no,no,,,,,
19296,1047,colchoneta Kid Box,muelles Ensacados,17 cm,3,,,,,,,,,,,,,,,2365,"1,25",35,22,4
20612,1047,colchoneta Kid Box,muelles Ensacados,17 cm,3,,,,,,,,,,,,,,,2374,"1,2",20,14,5
10389,885,Colchoneta Muelle Fresco,muelles,20 cm,3,,,,,,,,5268,"1,82",90,27,4,no,no,,,,,
12030,885,Colchoneta Muelle Fresco,muelles,18 cm,3,4837,"1,7",60,21,4,no,no,4836,"1,75",80,26,4,no,no,,,,,
12578,885,Colchoneta Muelle Fresco,muelles,20 cm,3,,,,,,,,5279,"1,7",90,31,4,no,no,,,,,
14107,885,Colchoneta Muelle Fresco,muelles,20 cm,3,,,,,,,,,,,,,,,5307,"1,1",25,21,5
16894,885,Colchoneta Muelle Fresco,muelles,20 cm,3,2481,"1,65",65,24,5,no,no,,,,,,,,,,,,
17083,885,Colchoneta Muelle Fresco,muelles,20 cm,3,,,,,,,,,,,,,,,2411,"1,4",35,18,4
24095,885,Colchoneta Muelle Fresco,muelles,20 cm,3,,,,,,,,2945,"1,78",64,20,5,no,no,,,,,
9116,675,colchoneta Nido,muelles,17 cm,3,,,,,,,,,,,,,,,4652,"1,5",42,19,5
9481,675,colchoneta Nido,muelles,17 cm,3,,,,,,,,,,,,,,,4535,1,27,27,5
13332,918,colchoneta Ona,espumación HR,15 cm,4,,,,,,,,,,,,,,,5213,"1,6",45,18,5
14386,918,colchoneta Ona,espumación HR,15 cm,4,,,,,,,,2096,"1,85",70,20,5,no,no,,,,,
14863,918,colchoneta Ona,espumación HR,15 cm,4,,,,,,,,3229,"1,6",80,31,5,no,no,,,,,
18864,918,colchoneta Ona,espumación HR,15 cm,4,,,,,,,,,,,,,,,2566,"0,9",13,16,5
7247,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,4149,"1,88",76,22,"4,5",-,-,,,,,
8092,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,4380,"1,4",30,15,3
8829,738,colchoneta Relojes,espumación HR,15 cm,5,4636,"1,68",70,25,4,no,no,,,,,,,,,,,,
9459,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,4496,"1,78",75,24,"4,5",si,si,,,,,
10883,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,5165,"1,65",55,20,4
13256,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,5287,"0,9",15,19,5
14362,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,5313,"1,53",50,21,5
17666,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,2401,"1,2",20,14,5
20204,738,colchoneta Relojes,espumación HR,15 cm,5,,,,,,,,,,,,,,,2656,"1,3",30,18,3
18242,737,Colchoneta Visco Bicis,espumación HR,15 cm,5,,,,,,,,,,,,,,,2437,"1,3",20,12,5
20191,737,Colchoneta Visco Bicis,espumación HR,15 cm,5,2488,"1,7",70,24,4,no,no,,,,,,,,,,,,
19279,1042,Comfort,muelles Ensacados,30 cm,4,2805,"1,66",56,20,5,si,no,2804,"1,7",80,28,5,si,no,,,,,
12430,902,Compás,espumación HR,22 cm,6,,,,,,,,5073,"1,9",100,28,5,si,no,,,,,
13707,902,Compás,espumación HR,22 cm,6,5100,"1,65",65,24,5,-,-,5099,2,95,24,5,-,-,,,,,
17553,902,Compás,espumación HR,22 cm,6,2515,"1,6",80,31,5,no,no,,,,,,,,,,,,
7932,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,,,,,,,,4185,"1,28",25,15,4
7932,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,,,,,,,,6309,"1,28",25,15,4
8344,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,4205,"1,75",70,23,4,-,-,,,,,
8344,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,6329,"1,75",70,23,4,-,-,,,,,
8993,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,,,,,,,,4307,"1,58",55,22,5
9443,710,Compás (Pikolín),espumación HR,20 cm,4,,,,,,,,,,,,,,,4495,"0,9",18,22,"4,5"
8876,655,Cool Graph,espumación HR,28 cm,3,4318,"1,7",66,23,5,no,no,4319,"1,8",70,22,5,no,no,,,,,
9172,655,Cool Graph,espumación HR,28 cm,3,4372,"1,65",60,22,"4,5",si,no,,,,,,,,,,,,
12068,899,Coral,muelles Ensacados,29 cm,4,,,,,,,,4934,"1,8",110,34,5,no,no,,,,,
12083,899,Coral,muelles Ensacados,29 cm,4,4738,"1,55",70,29,5,si,si,,,,,,,,,,,,
12194,899,Coral,muelles Ensacados,29 cm,4,,,,,,,,4737,"1,7",80,28,4,no,no,,,,,
6438,719,Corintio,muelles,30 cm,4,,,,,,,,3719,"1,8",98,30,4,no,no,,,,,
6438,719,Corintio,muelles,30 cm,4,,,,,,,,5875,"1,8",98,30,4,no,no,,,,,
8881,719,Corintio,muelles,30 cm,4,,,,,,,,4688,"1,75",75,24,3,no,no,,,,,
8941,719,Corintio,muelles,30 cm,4,,,,,,,,4247,"1,9",88,24,"4,5",no,no,,,,,
8941,719,Corintio,muelles,30 cm,4,,,,,,,,6369,"1,9",88,24,"4,5",no,no,,,,,
9297,719,Corintio,muelles,30 cm,4,4491,"1,7",58,20,4,no,no,4490,"1,85",90,26,4,no,no,,,,,
9583,719,Corintio,muelles,30 cm,4,,,,,,,,4750,"1,86",85,25,"4,5",si,si,,,,,
